question,table,llm_answer,true_answer,correctness
which competitor came in first for this race?,"Rank Bib                Athlete     Country      Time Deficit
       1          Dario Cologna Switzerland 1:13:09.3        
      14 Martin Johnsrud Sundby      Norway 1:13:11.1    +1.8
       5             Sjur Røthe      Norway 1:13:11.3    +2.0",SKIPPED: The competitor who came in first for this race is Dario Cologna.,Dario Cologna,correct
which date had the most people in attendance?,"Game             Date             Opponent             Location   Score OT Attendance Record
   1  January 6, 2006   Philadelphia Wings   Xcel Energy Center L 11–15         8,024    0–1
   2 January 14, 2006 @ Philadelphia Wings      Wachovia Center W 13–10        11,874    1–1
   3 January 20, 2006 @ Calgary Roughnecks Pengrowth Saddledome  W 12–8        10,637    2–1","SKIPPED: March 3, 2006 had the largest attendance (15,830 people).","March 3, 2006",correct
"who received more total medals, ecuador or chile?","Rank    Nation Gold Silver Bronze Total
   1 Venezuela    9      8      6    23
   2 Guatemala    6      6      6    18
   3      Peru    5      8      9    22",SKIPPED: Chile received more total medals (9) than Ecuador (8).,Chile,correct
which country won the same amount of medals as bulgaria in these olympics?,"Rank             Nation Gold Silver Bronze Total
   1       Soviet Union   50     27     22    99
   2      United States   33     31     30    94
   3 East Germany (GDR)   20     23     23    66",SKIPPED: Poland won exactly the same number of medals (21) as Bulgaria at these Olympics.,Poland,correct
did james hunt finish the race after mark donohue?,"Pos No             Driver  Constructor Laps Time/Retired Grid Points
  1  1 Emerson Fittipaldi McLaren-Ford   53   1:39:26.29    5      9
  2 24         James Hunt Hesketh-Ford   53       + 5.91    6      6
  3  7   Carlos Reutemann Brabham-Ford   53      + 17.06    3      4","SKIPPED: No. James Hunt finished 2nd in the race, whereas Mark Donohue finished 7th, so Hunt crossed the line before (not after) Donohue.",no,wrong
who was the host of play-by-play after ray scott?,"Season Network  Play-by-play          Color commentator(s) Sideline reporter(s)
  1969     CBS Jack Whitaker Frank Gifford and Don Perkins                     
  1968     CBS     Ray Scott                Paul Christman        Frank Glieber
  1967     CBS Frank Glieber                 Frank Gifford                     ",SKIPPED: Jack Whitaker,Jack Whitaker,correct
"which roman catholic diocese in angola was established after kvitobiensis on september 4, 1940?","Ecclesiastical Jurisdictions   Latin name    Type  Rite Ecclesiastical Province Established Area (km2)
                    Benguela Benguelensis Diocese Roman                  Huambo 6 June 1970     49,920
                     Cabinda   Cabindanus Diocese Roman                  Luanda 2 July 1984      7,120
                      Caxito   Caxitonsis Diocese Roman                  Luanda 6 June 2007     25,133","SKIPPED: After Kvitobiensis (Diocese of Kwito-Bié) was established on 4 September 1940, the next Roman-Catholic diocese to be erected in Angola was the Diocese of Lubango (Latin name: Lubangensis), established...",Huambo,wrong
what is the number of awards she won total for the album whitney?,"Year    Date   Title Format(s) Award Description(s) Result(s)
1987 July 28 Whitney     Album                 Gold       Won
1987 July 28 Whitney     Album             Platinum       Won
1987 July 28 Whitney     Album    2× Multi-Platinum       Won",SKIPPED: She won a total of 10 awards for the album “Whitney.”,10,correct
sir john a. macdonald and pierre trudeau both held what job in canada?,"Rank                  Name                                                  Notability          Birthplace       Advocate
  10         Wayne Gretzky               Hockey player, holder of numerous NHL records  Brantford, Ontario   Deborah Grey
   9 Alexander Graham Bell Scientist, inventor,\nfounder of the Bell Telephone Company Edinburgh, Scotland   Evan Solomon
   8 Sir John A. Macdonald                              First Prime Minister of Canada   Glasgow, Scotland Charlotte Gray",SKIPPED: Sir John A. Macdonald and Pierre Trudeau were both Prime Ministers of Canada.,Prime Minister of Canada,wrong
how many different poll companies are represented?,"Poll company                      Source Publication date PSUV Opposition Undecided
     GIS XXI Radio Nacional de Venezuela       March 2010   32         22        36
     GIS XXI Radio Nacional de Venezuela         May 2010   36         23        33
     GIS XXI Radio Nacional de Venezuela        June 2010   44         20         -",SKIPPED: There are 5 different poll companies represented in the table.,5,wrong
who was the chinese president immediately after dong biwu?,"#          Name                               Alma mater        Birth date    Marriage date  President            Tenure          Tenure
1    Jiang Qing Shandong Provincial Experimental Theatre     19 March 1914 20 November 1938 Mao Zedong 27 September 1954   27 April 1959
2 Wang Guangmei               Fu Jen Catholic University 26 September 1921   21 August 1948 Liu Shaoqi     27 April 1959 21 October 1968
3   He Lianying                                      N/A               N/A              N/A  Dong Biwu   31 October 1968 17 January 1975",SKIPPED: The Chinese president who served immediately after Dong Biwu was Li Xiannian.,Li Xiannian,wrong
what label was appears the most?,"         Single/EP     Release date                Label Format(s) UK Singles Chart Position                                                                                                                                 Notes
   ""Hundredweight"" 19 February 2001 Fierce Panda Records    CD, 7""                         -                                                            Accompanied by b-sides: ""All I Ever Had"", ""U Make Me Want To Drink Bleach""
""Try Not to Think""    11 March 2002         Jive Records    CD, 7""                         -                                                                      Accompanied by b-sides: ""Everyone Knows"", ""She's Something Else""
          ""Bleach""      20 May 2002         Jive Records    CD, 7""                        67 Accompanied by b-sides: ""Lights Out"", ""People Who Don't Climb Ladders (Aren't Particularly Likely To Fall Off Ladders Now, Are They?""",SKIPPED: The label that appears the most is “Jive Records” (6 occurrences).,Jive Records,wrong
what was the date of the attack on dr. bob piorkowski and his wife?,"                               Victim(s)     Age Gender              Date Type of attack                                        Location                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Details            Source(s)
Daughter of a frontiersman named ""Baker""      18      ♀      Summer, 1881 Defending cows                      Northwestern Colorado, USA                                                                                                                                                                                                                                                                                                                                                        Encountered a wolf resting on a hill while on her way to bring in cows at dusk. The animal attacked her after she shouted and threw rocks to scare it away. It seized her by the shoulder, threw her to the ground, and badly bit her arms and legs before being shot by her brother. George Bird Grinnell
                             David Tobuk Toddler      ♂              1900      Predatory                      Koyukuk River, Alaska, USA                                                                                                                                                                                                                                                                                                                  In the 1920s, Tobuk was a Native Alaskan steamboat captain who bore severe scarring as a result of a wolf attack he had suffered as a toddler. He was playing along the riverbank when a wolf appeared out of some bushes, seized Tobuk by the head, lifted and ran off with him in its jaws, but was shot by a nearby man.                     
        Diamond Jenness, Arctic explorer              ♂ 1915, February 10      Agonistic Coppermine River, Northwest Territories, Canada Early in the morning, a female wolf entered the camp of an Arctic expedition and began fighting with the tethered sled dogs. Five men came out and tried to drive it away. The wolf charged at Diamond Jenness after he threw a rock and missed. Jenness grabbed the wolf by the back of the neck, but the wolf turned its head enough to severely bite his forearm. He choked the wolf with his other hand; it released, stepped back, and was shot by another man. The wound was treated and eventually fully healed, but Jenness never contracted rabies despite consistency of the wolf’s behavior with the early stages of the disease.                     ",SKIPPED: The attack on Dr. Bob Piorkowski and his wife occurred in October 1975.,"October, 1975",wrong
who was the tallest delegate for miss dominican republic in 2002?,"Represented                      Contestant Age                  Height                   Hometown
       Azua            Patricia Tomas Ferro  21     1.78 m (5 ft 10 in)              Santo Domingo
      Bonao Jeimi Vanessa Hernández Franjul  24 1.81 m (5 ft 11 1⁄4 in)                      Bonao
 Comendador              Eva Duarte Sánchez  19      1.75 m (5 ft 9 in) San Felipe de Puerto Plata","SKIPPED: ERROR: Workflow failed: Recursion limit of 15 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://pyth...",Amelia Victoria Vega Polanco,wrong
what year was the only year the team qualified for the playoffs?,"Year Division  League Regular Season              Playoffs        Open Cup
2006        4 USL PDL 4th, Heartland       Did not qualify Did not qualify
2007        4 USL PDL 2nd, Heartland Conference Semifinals Did not qualify
2008        4 USL PDL 4th, Heartland       Did not qualify       1st Round",SKIPPED: 2007,2007,wrong
how many teams played in the 2011 caf u-23 championship qualification?,"   Team 1 Agg.            Team 2 1st leg 2nd leg
 DR Congo  w/o              Chad                
 Ethiopia  w/o Equatorial Guinea                
Swaziland  w/o         Mauritius                ",SKIPPED: 14,14,wrong
"out of v-hawks and mustangs, who has the least enrollment?","            Institution         Location  Nickname Founded                    Type Enrollment Joined
AIB College of Business Des Moines, Iowa    Eagles    1921                 Private      1,000   2010
      Clarke University    Dubuque, Iowa Crusaders    1843  Private/Roman Catholic      1,230  19881
 Grand View University2 Des Moines, Iowa   Vikings    1896 Private/Lutheran (ELCA)      1,750   1989","SKIPPED: Among the two, the Mustangs have the lower enrollment (1,490), whereas the V-Hawks have 2,991.",Mustangs,wrong
"who has served longer, regi van acker or dante brogno?","               Name    Date of birth     Club                Division   Appointed   Time as manager
Francis Bosschaerts  15 October 1956    Heist Belgian Second Division 1 June 1999 15 years, 25 days
         Peter Maes      1 June 1964  Lokeren      Belgian Pro League 20 May 2010  4 years, 37 days
Hein Vanhaezebrouck 16 February 1964 Kortrijk      Belgian Pro League 6 June 2010  4 years, 20 days",SKIPPED: Regi Van Acker has served longer (2 years 215 days) than Dante Brogno (2 years 120 days).,Regi Van Acker,wrong
how many games were played in september or november?,"            Date            Opponents H/A Result\nF–A             Scorers Attendance
  27 August 1921              Everton   A         0–5                         30,000
  29 August 1921 West Bromwich Albion   H         2–3 Partridge, Robinson     20,000
3 September 1921              Everton   H         2–1    Harrison, Spence     25,000",SKIPPED: A total of 9 games were played in September or November.,9,wrong
how many touchdowns?,"Year Team Games Combined Tackles Tackles Assisted Tackles Sacks Forced Fumbles Fumble Recoveries Fumble Return Yards Interceptions Interception Return Yards Yards per Interception Return Longest Interception Return Interceptions Returned for Touchdown Passes Defended
2004  HOU    16               63      51               12   4.0              0                 2                   0             0                         0                             0                           0                                    0               4
2005  HOU    12               35      24               11   4.0              2                 0                   0             0                         0                             0                           0                                    0               2
2006  HOU    15               26      19                7   5.0              0                 0                   0             0                         0                             0                           0                                    1               1",SKIPPED: There was 1 touchdown (interception returned for a touchdown).,1,correct
what was the result of the last playoffs?,"Year Division  League Regular Season          Playoffs        Open Cup
2004        4 USL PDL 8th, Mid South   Did not qualify Did not qualify
2005        4 USL PDL 2nd, Mid South Conference Finals Did not qualify
2006        4 USL PDL 1st, Mid South    National Final       1st Round",SKIPPED: The most recent (2013) playoff result was: Conference Finals.,Conference Finals,correct
the two level 6 seasons were 2012/13 and what other season?," Season Level Division Place
2001/02     4       3ª   4th
2002/03     3      2ªB  20th
2003/04     4       3ª   9th",SKIPPED: 2013/14,2013/14,correct
who won previous to graham hill?,"Year           Driver      Constructor           Location Report
1992    Nigel Mansell Williams-Renault Hermanos Rodriguez Report
1991 Riccardo Patrese Williams-Renault Hermanos Rodriguez Report
1990      Alain Prost          Ferrari Hermanos Rodriguez Report",SKIPPED: The winner immediately before Graham Hill was Jim Clark.,Denny Hulme,wrong
how many matches were held in mexico city?,"Wager       Winner       Loser                             Location          Date                                                                                                                                                                                                                     Notes
 Hair Psycho Clown Super Crazy        Mexico City, Distrito Federal  May 29, 2011                      Six man tag team steel cage Masks vs. Hairs match, where Los Perros del Mal (Crazy, El Hijo del Perro Aguayo and Damián 666) faced Los Psycho Circus (Psycho Clown, Monster Clown and Murder Clown).
 Hair    Halloween   Coco Rojo Tlalnepantla de Baz, State of Mexico July 10, 2011 Steel cage match, where Los Perros del Mal (Halloween, Damián 666 and Ek Balam) faced Los Payasos Tricolor (Coco Rojo, Coco Azul and Coco Amarillo) and Los Psycho Circus (Monster Clown, Murder Clown and Psycho Clown).
 Hair Psycho Clown       X-Fly                 Guadalajara, Jalisco July 31, 2011                                                                                    Six man tag team steel cage Masks vs. Hairs match, where Los Perros del Mal (X-Fly, Damián 666 and Halloween) faced Los Psycho Circus.",SKIPPED: The dataset shows 2 matches that took place in Mexico City.,2,correct
tell me the number of matches played on clay.,"  Outcome No.            Date             Tournament Surface             Opponent         Score
Runner-up  1.   1 August 2011      São Paulo, Brazil    Clay Maria Fernanda Alves 6–4, 5–7, 3–6
   Winner  1. 24 October 2011        Goiânia, Brazil    Clay          Bárbara Luz      6–2, 6–0
   Winner  2.    2 April 2012 Ribeirão Preto, Brazil    Hard   Natasha Fourouclas      6–0, 6–1",SKIPPED: There are 5 matches played on clay.,5,correct
which driver completed the least number of laps?,"Pos No            Driver  Constructor Laps Time/Retired Grid
  1 12    Clay Regazzoni      Ferrari   60   1:01:25.34    3
  2  4 Patrick Depailler Tyrrell-Ford   60    + 0:08.35    5
  3  2       Jochen Mass McLaren-Ford   60    + 0:15.44    4",SKIPPED: Emerson Fittipaldi completed the least number of laps (6).,Emerson Fittipaldi,correct
how many people were sent home?,"Episode                Name                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Synopsis      Sent Home Highest Seller
      1      Vegas Meltdown Nine aspiring restaurateurs arrive in Las Vegas, where they meet Chef Robert Irvine and the Restaurant Express Bus. In order to secure one of the eight spots on board, they must first pitch their dream restaurant concept to Robert: Those with the best concepts head into Lake Las Vegas for the first challenge. They'll have to create a restaurant from the ground up with just $500 and six hours to feed 250 hungry guests! The bottom three earners will be up for elimination. Ammerah, Kimmy        Patrick
      2 Tantrum in Temecula         The Restaurant Express bus arrives in Temecula, Calif., a small, upscale town with lots of restaurants. The contestants' market knowledge is tested when they must propose to Robert and the mayor a new restaurant that they think could be successful in the town. The winner of the mini challenge will get extra money for the main challenge, where they will test their restaurant ideas on the locals at a lunch fair. The bottom three earners will be up for elimination.      Johnathan           Eric
      3 Express: Impossible                                                                                                                              The Restaurant Express bus arrives in Los Angeles, where the contestants face their first group challenge. Inspired by Restaurant: Impossible, the teams will be given 24 hours and $5,000 to revitalize two struggling restaurants. Robert and two visiting critics will dine at each location to determine who won this round, and who will be off the bus.         Bianca           None","SKIPPED: ERROR: Workflow failed: Recursion limit of 15 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://pyth...",8,wrong
how many volts can the flyback handle at most?,"                         Type Power\n[W] Relative cost Input range\n[V]   Energy storage                                   Features
                      Flyback      0–250           1.0            5–600 Mutual Inductors Isolated form of the buck-boost converter.
Ringing choke converter (RCC)      0–150           1.0            5–600      Transformer Low-cost self-oscillating flyback variant.
                 Half-forward      0–250           1.2            5–500         Inductor                                           ","SKIPPED: According to the table, the Flyback converter’s input range is 5–600 V, so it can handle up to 600 volts.",600,correct
what is the only album released in 2000?,"    Released                  Title              Label  Number Notes
        1995            Le Jazz Hot Modern Hot Records MHR 001      
        1997 New Metropolitan Swing Modern Hot Records MHR 002      
January 1999        Mystery Pacific Modern Hot Records MHR 003      ",SKIPPED: The only album released in 2000 is “Avalon.”,Avalon,correct
which team won the championship after clonkill in 2007?,"Year                      Winner   County                Opponent  County
2013        Rower-Inistioge 1-09 Kilkenny      Buffers Alley 0-10 Wexford
2012                  Clara 3-20 Kilkenny Oylegate/Glenbrien 0-05 Wexford
2011 Mount Leinster Rangers 1-13   Carlow          Celbridge 0-13 Kildare","SKIPPED: Kilmessan won the championship in the year following Clonkill’s 2007 victory (i.e., in 2008).",Kilmessan,correct
date on which the fewest attendees were at a dolphins game (home or away),"Week               Date         Opponent  Result Attendance
   1 September 12, 1982 at New York Jets W 45–28     53,360
   2 September 19, 1982  Baltimore Colts W 24–20     51,999
   3  November 21, 1982 at Buffalo Bills   W 9–7     52,945","SKIPPED: ERROR: Workflow failed: Recursion limit of 15 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://pyth...","January 2, 1983",wrong
what is the number of interferometers that use wavebands r?,"Interferometer and observing mode         Waveband Limiting magnitude Minimum baseline (m)\n(un-projected) Maximum baseline (m) Approx. no. visibility measurements per year\n(measurements per night x nights used per year) Max ratio of no. phase / no. amplitude measurements\n(measure of imaging performance, 0 = none) Accuracy of amplitude2 measurements Accuracy of phase measurements\n(milli-radians) Number of spectral channels\n(max in use simultaneously)                                                  Comments
                      CHARA Array V, R, I, J, H, K                  8                                   34                  330                                                                                          7500                                                                                             0.7                                  1%                                              10                                                    30000 Yes... 30000 in the visible band; maxiumum baseline 330-m
                    COAST visible             R, I                  7                                    4                   60                                                                                          2000                                                                                             0.5                                  4%                                              10                                                       4?        300 cloudy nights per year, maximum baseline 100-m
                   COAST infrared             J, H                  3                                    4                   60                                                                                           100                                                                                             0.5                                 20%                                              10                                                        1        300 cloudy nights per year, maximum baseline 100-m",SKIPPED: There are 6 different interferometers that use the r waveband.,6,correct
what was the most percentage a republican achieved?,"      District         Incumbent      Party First\nelected                    Result                                                                                                                                                        Candidates
Pennsylvania 1  Harry C. Ransley Republican           1920                Re-elected                                                    Harry C. Ransley (R) 52.1%\nJoseph Marinelli (D) 47.2%\nGamshei Kutlikoff (S) 0.4%\nMorris H. Wickman (C) 0.3%
Pennsylvania 2     James M. Beck Republican           1927 Resigned\nRepublican hold                                                     William H. Wilson (R) 54.7%\nJames P. McGranery (D) 44.5%\nHarriet Norris (S) 0.6%\nJoseph Mackie (Proh) 0.2%
Pennsylvania 3 Alfred M. Waldron Republican           1932  Retired\nRepublican hold Clare G. Fenerty (R) 52.0%\nMichael Joseph Bradley (D) 46.8%\nAlfred M. Waldron (Industrial Recovery) 0.6%\nJoseph Kazmark (S) 0.5%\nRose E. Landberg (Prog) 0.1%",SKIPPED: The highest vote-share any Republican candidate received in the races shown was 57.6 percent.,57.6%,correct
which country scored the most gold medals--iran or indonesia?,"Rank      Nation Gold Silver Bronze Total
   1 Japan (JPN)    9      0      1    10
   2  Iran (IRI)    1      2      1     4
   3 Syria (SYR)    1      1      0     2","SKIPPED: Iran won more gold medals than Indonesia (Iran: 1 gold, Indonesia: 0 gold).",Iran (IRI),correct
how many consecutive years was the result 4th place?,"Year Division  League Regular Season              Playoffs        Open Cup
2006        4 USL PDL 4th, Heartland       Did not qualify Did not qualify
2007        4 USL PDL 2nd, Heartland Conference Semifinals Did not qualify
2008        4 USL PDL 4th, Heartland       Did not qualify       1st Round","SKIPPED: The data show three seasons with a 4th-place regular-season finish: 2006, 2008 and 2009.  
The only back-to-back occurrence is 2008 → 2009, giving a longest streak of

2 consecutive years.",2,correct
which month has the least number of episodes?,"Episode       Airdate              Game 1               Game 2         Game 3 Viewers
      1 17 April 2010        'Twin Peaks' 'A Walk In The Dark' 'Lock And Key'   4.52m
      2 24 April 2010 'Caught In The Net'       'Stick 'Em Up'   'Power Trip'   4.41m
      3    1 May 2010    'Knotting Hills'       'It's A Wrap!' 'Lock And Key'   4.31m",SKIPPED: June has the least number of episodes (only one episode aired in June).,June,correct
what is the total of location?,"km                Municipality                    Location       Interescting highway                         Notes
 0 Canada-United States border Canada-United States border ND 18 – Cavalier, Larimore                 PTH 30 begins
 3           R.M. of Rhineland                      Gretna      PR 243 east – Emerson begin PR 243 west concurrence
 5           R.M. of Rhineland                               PR 243 west – Blumenfeld   end PR 243 west concurrence",SKIPPED: There are 4 location entries in total (non-missing rows in the “Location” column).,4,correct
has viginia tech r wake forest been around longer?,"       Institution                Location Enrollment   Nickname Varsity\nSports Rugby\nSince    Head Coach
Clemson University Clemson, South Carolina     20,576     Tigers              19         1967 Justin Hickey
          Maryland  College Park, Maryland     37,641  Terrapins              20         1968   Jeff Soeken
              Navy     Annapolis, Maryland      4,576 Midshipmen              30         1963 Mike Flanagan","SKIPPED: Virginia Tech’s rugby program has been around longer. It was founded in 1968 (with rugby first played there as early as 1891), while Wake Forest’s program started in 1973.",Virginia Tech,wrong
how many countries received more bronze medals than sweden?,"Rank  Nation Gold Silver Bronze Total
   1 Germany   17      9     14    40
   2  Russia   12     16      8    36
   3 Ukraine    6     11      9    26","SKIPPED: ERROR: Workflow failed: Recursion limit of 15 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://pyth...",7,wrong
did charles william wyndham or the marquess of worcester choose to sit for bristol?,"            Date Constituency c/u Former Incumbent          Winner                        Cause
20 December 1790    Haslemere   u    James Lowther    Richard Penn Chose to sit for Westmorland
21 December 1790      Banbury   u       Lord North      Lord North       Succeeded to a peerage
21 December 1790       Oxford   c Peregrine Bertie Arthur Annesley                        Death",SKIPPED: The Marquess of Worcester was the one who chose to sit for Bristol.,Marquess of Worcester,wrong
"other than costa, name a swimmer from brazil.","Rank           Name   Nationality    Time
     Gustavo Borges        Brazil 1:49.41
       Scott Tucker United States 1:50.99
     Leonardo Costa        Brazil 1:51.29",SKIPPED: Gustavo Borges,Gustavo Borges,wrong
how long is the song look through my eyes by everlife?,"#                                Title         Performer(s)              Film Length
1 ""A Dream Is a Wish Your Heart Makes"" Disney Channel Stars        Cinderella   3:46
2                  ""Zip-a-Dee-Doo-Dah""          Miley Cyrus Song of the South   3:06
3                ""If I Never Knew You""    The Cheetah Girls        Pocahontas   3:16",SKIPPED: The song “Look Through My Eyes” by Everlife is 3 minutes and 11 seconds long (3:11).,3:11,wrong
"how long is the song ""likwit""?","#                 Title             Producer(s)        Performer (s)                                                         Sample(s) Length
1              ""Likwit"" E-Swift, Tha Alkaholiks Tash, J-Ro, King Tee                              *""Ode To Billy Joe"" by Lou Donaldson   2:34
2 ""Only When I'm Drunk"" E-Swift, Tha Alkaholiks  J-Ro, Tash, E-Swift *""Seven Minutes of Funk"" by Tyrone Thomas & The Whole Darn Family   3:36
3           ""Last Call""       E-Swift, King Tee  Tash, J-Ro, E-Swift                                     *""The Payback"" by James Brown   4:37",SKIPPED: The song “Likwit” is 2 minutes and 34 seconds long.,2:34,wrong
who is the only team this team faced in january which was during the cotton bowl?,"        Date    Time       Opponent# Rank#                                                    Site    TV  Result Attendance
 September 3 6:00 PM Missouri State*   #15 Donald W. Reynolds Razorback Stadium • Fayetteville, AR   PPV  W 51–7     70,607
September 10 6:00 PM     New Mexico*   #14                  War Memorial Stadium • Little Rock, AR ESPNU  W 52–3     52,606
September 17 6:30 PM           Troy*   #14 Donald W. Reynolds Razorback Stadium • Fayetteville, AR   CSS W 38–28     69,861",SKIPPED: They played against Kansas State – the only January opponent in the Cotton Bowl.,Kansas State,wrong
"who was the home team on december 11, 1976"," #             Date           Visitor   Score                  Home Record
21 December 2, 1976 San Antonio Spurs 116-124 Golden State Warriors  11-10
22 December 3, 1976 San Antonio Spurs 105–114    Los Angeles Lakers  11-11
23 December 5, 1976 San Antonio Spurs  98–103          Phoenix Suns  11-12","SKIPPED: The home team on December 11, 1976 was the San Antonio Spurs.",San Antonio Spurs,wrong
which venue hosted the standard result immediately after berlin in the 1990s?,"Year     Venue                                       Standard Result   Venue                                                                  Latin Result
1995 Stuttgart                    Braunschweiger TSC, TC Ludwigsburg  Berlin                    TSG Bremerhaven, Germany, TSC Schwarz-Gelb Aachen, Germany
1996    Berlin           TC Ludwigsburg, Germany, Braunschweiger TSC Vilnius TSC Schwarz-Gelb Aachen, Germany, Klaipėda University Žuvėdra team, Lithuania
1997  Kishinev DSC Kodryanka Kishinev, Moldova, Ludwigsburg, Germany  Munich TSC Schwarz-Gelb Aachen, Germany TSG Bremerhaven, Germany Deutschland Germany","SKIPPED: In the 1990s, the event held in Berlin took place in 1996.  
The very next year (1997), the championship moved to Kishinev.

Answer: Kishinev",Kishinev,wrong
in how many races did he not place in the top 10?,"Season                        Series         Team Races Wins Poles F/Laps Podiums Points Position
  2001 Formula BMW Junior Cup Iberia                  3    0     0      0       0     38     18th
  2002              Formula BMW ADAC  VIVA Racing    20    9     5      1      13    264      1st
  2003         Formula 3 Euro Series Team Rosberg    20    1     1      2       5     45      8th",SKIPPED: He failed to finish inside the top-10 on 6 occasions.,7,wrong
how many have a most recent position angle of at least 200?,"      Separation\n(arcsec) Separation\n(au) Most Recent\nPosition Angle Period\n(years) Semi-major axis\n(arcseconds)            Notes
AB-CD                208.2           10,500                         172                                                          ε1-ε2
   AB                  2.3              116                         347         1804.41                         4.742 components of ε1
   CD                  2.4              121                          79         724.307                          2.92 components of ε2","SKIPPED: ERROR: Workflow failed: Recursion limit of 15 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://pyth...",5,wrong
how many episodes were unaired in u.s?,"No.        Title  Directed by                    Written by Original Air date
  1    ""Reunion"" Bryan Spicer Patrick Massett & John Zinman  January 27, 2003
  2 ""Antarctica""   Perry Lang Patrick Massett & John Zinman  February 3, 2003
  3     ""Skulls""   Adam Nimoy Patrick Massett & John Zinman February 10, 2003",SKIPPED: There were 9 episodes that were unaired in the U.S.,9,wrong
what is the number of times belgrade is listed as the city?,"         Date                City    Opponent   Results                                     Scorers Type of game
March 3, 2010    Algiers, Algeria     Algeria 3:0 (1:0) Pantelić (16') Kuzmanović (55') Tošić (65')     Friendly
April 7, 2010        Osaka, Japan       Japan 3:0 (2:0)                 Mrđa (15', 23') Tomić (60')     Friendly
 May 29, 2010 Klagenfurt, Austria New Zealand 0:1 (0:1)                                Smeltz (22')     Friendly",SKIPPED: Belgrade appears as the city 4 times in the table.,4,correct
the vaygach was commissioned for service the same year as which ship?,"Ship Name In Service Project Number       Type   Class                                 Comments
    Lenin       1959            92M Icebreaker       —        Decommissioned 1989. Museum ship.
  Arktika       1975         1052-1 Icebreaker Arktika                         Not operational.
    Sibir       1977         1052-2 Icebreaker Arktika Defueled and not operational since 1993.","SKIPPED: Vaygach entered service in 1990, the same year as the nuclear-powered icebreaker Sovetskiy Soyuz.",Sovetskiy Soyuz,correct
"how many of the mountains have an elevation above 3,300 ft?","Rank                 Peak Name Elevation             Location                                                                                                         Notes
   1 Saka Haphong/Mowdok Taung  3,465 ft    Thanchi,Bandarban          Unofficially the highest peak of Bangladesh.\n1st summit by English adventurer Ginge Fullen in 2006.
   2     Zow Tlang/Mowdok Mual  3,353 ft    Thanchi,Bandarban                           Elevation measured during the summit expedition by Travelers of Bangladesh in 2012.
   3                   Dumlong  3,314 ft Belaichori,Rangamati Highest peak in Rangamati.\nElevation measured during the summit expedition by Nature Adventure Club in 2011.","SKIPPED: There are 3 mountains in the table whose listed elevation is above 3,300 ft.",3,correct
what is the number of the player from slovakia?,"Round  #        Player   Position   Nationality College/Junior/Club Team (League)
    1  7   Kyle Okposo Right Wing United States      Des Moines Buccaneers (USHL)
    2 60 Jesse Joensuu       Wing       Finland                  Ässät (SM-liiga)
    3 70  Robin Figren       Wing        Sweden          Frölunda HC (Elitserien)",SKIPPED: The player from Slovakia has the number 115.,115,correct
"in the uk, how many spots difference were between ""strollin' on"" and ""in the springtime?""","Year                Song U.S. U.S.\nR&B U.S.\nAC UK       Album
1986      ""Strollin' On""    -         -        - 32  Intentions
1986 ""In the Springtime""    -         -        - 54 You're Safe
1986        ""Crazy Love""    -         -        - 67  Intentions","SKIPPED: In the UK charts, “Strollin’ On” peaked at No. 32 while “In the Springtime” peaked at No. 54.  
The difference between their peak positions is 54 − 32 = 22 chart places.",22,correct
which car was driven by the most members?,"Position           Driver    No.                     Car                           Entrant Rd 1 Rd 2 Rd 3 Rd 4 Rd 5 Rd 6 Rd 7 Rd 8 Total
       1       Greg Crick      3     Dodge Viper GTS ACR                     Crickcars.com   98  108   91   72   98   96   60   90   713
       2 Bryce Washington 1 & 54 Porsche 996 GT3 Cup Car            ADRAD Radiator Experts   85 79.5  104   42  102   84   75 79.5   651
       3 James Koundouris     69 Porsche 996 GT3 Cup Car Dare Shots\nSupabarn Supermarkets   76 28.5   78   84   69   30   96   63 524.5",SKIPPED: The car driven by the most members is the Dodge Viper GTS ACR (3 drivers).,Porsche 996 GT3,wrong
what designation comes after the m65 designation?,"                Designation Classification Constellation Apparent Magnitude
               Comet Galaxy              S      Sculptor                   
ESO 97-G13, Circinus Galaxy              S      Circinus                 11
                 ESO 269-57         SB(r)a     Centaurus              12.49",SKIPPED: The designation that comes right after M65 is M66.,M66,correct
which of these countries was ranked next after yugoslavia?,"Rank             Nation Gold Silver Bronze Total
   1 Soviet Union (URS)    4      1      6    11
   2   Yugoslavia (YUG)    2      0      1     3
   3 West Germany (FRG)    1      1      1     3",SKIPPED: West Germany (FRG) was ranked immediately after Yugoslavia.,West Germany (FRG),correct
